3.926	,	-1.073	,	16.779	,	5.88	,	3.946	,	-0.23	,	1
35.358	,	4.137	,	22.544	,	-1.781	,	23.655	,	-4.942	,	1
1.954	,	-33.404	,	6.646	,	-37.158	,	3.563	,	-29.516	,	1
-0.498	,	-27.983	,	-1.092	,	-10.879	,	-1.935	,	-22.889	,	1
0.326	,	-20.552	,	19.69	,	1.762	,	5.248	,	-4.29	,	1
11.971	,	-6.761	,	4.52	,	-4.75	,	34.113	,	3.505	,	1
-0.402	,	-8.523	,	15.055	,	3.103	,	8.926	,	2.222	,	1
6.282	,	-38.097	,	9.979	,	-10.4	,	19.556	,	-4.386	,	1
21.433	,	-2.758	,	27.39	,	3.716	,	1.149	,	-15.878	,	1
-5.401	,	-22.371	,	15.668	,	-8.792	,	10.937	,	-17.028	,	1
22.716	,	1.207	,	17.487	,	-6.321	,	20.973	,	-22.774	,	1
2.605	,	-10.305	,	12.163	,	0.862	,	2.145	,	-9.998	,	1
10.42	,	-7.049	,	8.447	,	-9.021	,	27.888	,	-17.966	,	1
-0.536	,	-3.926	,	17.947	,	2.241	,	-1.628	,	-6.455	,	1
0.575	,	-39.227	,	10.4	,	-13.235	,	-0.594	,	-31.584	,	1
4.348	,	-1.781	,	9.309	,	-0.594	,	20.973	,	-6.263	,	1
8.255	,	1.532	,	12.182	,	3.888	,	15.687	,	6.665	,	1
4.137	,	-6.282	,	-1.532	,	-7.202	,	18.847	,	0.153	,	1
4.75	,	-5.516	,	2.758	,	-3.217	,	-0.459	,	-19.46	,	1
9.96	,	-1.072	,	-6.895	,	-19.307	,	5.209	,	-4.443	,	1
4.52	,	0.096	,	0.67	,	-27.677	,	38.882	,	-0.115	,	1
-2.988	,	-16.97	,	-0.268	,	-4.214	,	4.769	,	-2.452	,	1
4.003	,	-15.534	,	15.974	,	-33.538	,	1.781	,	-3.639	,	1
9.328	,	-8.906	,	3.505	,	-6.11	,	18.368	,	6.551	,	1
22.046	,	2.394	,	3.122	,	-7.202	,	12.795	,	7.508	,	1
5.459	,	-10.822	,	37.982	,	-19.594	,	7.815	,	-37.005	,	1
2.892	,	-13.216	,	-0.364	,	-31.24	,	2.394	,	-7.221	,	1
-0.977	,	-4.731	,	27.122	,	3.486	,	-1.379	,	-4.022	,	1
4.348	,	0.115	,	0.747	,	-1.149	,	16.185	,	-0.23	,	1
16.261	,	-6.589	,	4.061	,	-2.49	,	9.538	,	-17.564	,	1
7.068	,	0.46	,	23.578	,	-16.223	,	34.247	,	0.517	,	0
0.019	,	-1.915	,	23.942	,	7.144	,	9.251	,	1.954	,	0
23.272	,	-0.402	,	0.651	,	-38.863	,	39.246	,	0.46	,	0
-0.211	,	-1.475	,	12.124	,	4.98	,	5.708	,	1.858	,	0
5.363	,	0.613	,	2.394	,	0.709	,	11.665	,	5.765	,	0
0.23	,	-1.82	,	4.463	,	1.322	,	13.599	,	6.512	,	0
-5.42	,	-7.298	,	24.804	,	3.237	,	6.053	,	3.812	,	0
1.685	,	0.153	,	2.911	,	0	,	7.968	,	0.153	,	0
1.647	,	-0.211	,	4.712	,	3.199	,	8.887	,	6.148	,	0
7.336	,	-0.709	,	24.478	,	1.992	,	4.501	,	-10.132	,	0
-0.517	,	-2.911	,	5.44	,	4.08	,	9.27	,	8.332	,	0
1.8	,	-2.394	,	4.233	,	-0.824	,	12.737	,	7.298	,	0
0.421	,	0.383	,	5.42	,	5.325	,	8.37	,	8.217	,	0
1.705	,	-0.919	,	3.16	,	-1.494	,	11.473	,	7.547	,	0
1.724	,	1.398	,	5.037	,	4.865	,	8.792	,	8.255	,	0
2.72	,	1.302	,	6.895	,	5.957	,	8.045	,	6.742	,	0
14.815	,	12.105	,	-3.85	,	-16.463	,	8.131	,	-12.67	,	1
15.371	,	2.94	,	12.277	,	-9.06	,	-11.167	,	-18.483	,	1
14.135	,	9.874	,	-4.166	,	-13.254	,	-8.792	,	-18.847	,	1
18.828	,	9.692	,	-7.499	,	-16.53	,	-2.203	,	-9.299	,	1
15.103	,	-5.095	,	-6.302	,	-17.277	,	-9.395	,	-18.263	,	1
-8.543	,	-18.167	,	-16.616	,	-19.355	,	18.713	,	6.292	,	1
-2.193	,	-7.307	,	-3.285	,	-7.556	,	18.905	,	9.318	,	1
13.091	,	12.038	,	4.118	,	1.705	,	13.589	,	11.808	,	1
-9.72	,	-18.311	,	3.994	,	-3.534	,	18.771	,	7.23	,	1
14.394	,	-7.977	,	3.716	,	-7.872	,	15.093	,	-16.271	,	1
6.742	,	-2.921	,	17.42	,	-10.602	,	14.145	,	-9.376	,	1
9.969	,	-11.875	,	4.367	,	-3.735	,	15.974	,	-1.848	,	1
15.447	,	5.823	,	-1.216	,	-9.309	,	19.316	,	3.888	,	1
2.107	,	-10.678	,	-2.049	,	-4.271	,	17.909	,	1.657	,	1
17.516	,	0.201	,	11.674	,	-19.537	,	14.959	,	-6.033	,	1
4.683	,	-4.032	,	1.437	,	0.479	,	16.932	,	0.718	,	1
16.214	,	4.884	,	1.82	,	-14.202	,	18.052	,	-4.262	,	1
14.269	,	1.082	,	6.292	,	0.919	,	17.775	,	-3.103	,	1
17.21	,	-13.503	,	9.682	,	-1.618	,	4.405	,	-18.033	,	1
16.156	,	-15.85	,	15.917	,	-8.926	,	10.467	,	-17.478	,	1
-2.318	,	-13.455	,	3.247	,	-2.289	,	0.843	,	-3.323	,	1
16.97	,	0.259	,	2.03	,	0.105	,	-0.096	,	-14.7	,	1
-3.132	,	-17.439	,	-1.81	,	-17.334	,	-0.105	,	-9.625	,	1
-0.919	,	-12.009	,	-0.364	,	-8.657	,	14.7	,	-3.275	,	1
-0.077	,	-3.285	,	0.393	,	-4.482	,	-1.053	,	-11.741	,	1
1.111	,	0.69	,	2.356	,	1.848	,	10.534	,	8.964	,	0
2.528	,	0.766	,	2.365	,	2.174	,	9.127	,	6.809	,	0
-0.709	,	-1.283	,	3.974	,	3.61	,	10.487	,	7.91	,	0
2.337	,	2.174	,	3.649	,	3.275	,	11.732	,	9.443	,	0
-5.171	,	-5.765	,	-0.316	,	-1.647	,	9.443	,	6.129	,	0
-10.994	,	-15.543	,	-5.057	,	-6.33	,	6.225	,	3.553	,	0
0.067	,	0.01	,	0.46	,	0.393	,	9.711	,	9.634	,	0
13.484	,	11.09	,	-1.896	,	-2.308	,	8.705	,	6.886	,	0
0.019	,	-0.029	,	0.393	,	0.354	,	9.787	,	9.644	,	0
5.315	,	4.549	,	9.615	,	7.192	,	8.188	,	5.42	,	0
5.353	,	4.587	,	2.729	,	2.595	,	7.384	,	6.024	,	0
7.451	,	4.281	,	2.002	,	-0.297	,	11.071	,	5.373	,	0
6.225	,	3.218	,	-4.683	,	-5.382	,	-7.767	,	-10.582	,	0
-0.019	,	-1.877	,	0.536	,	-0.709	,	13.226	,	-2.921	,	0
-8.418	,	-9.471	,	6.024	,	4.492	,	10.688	,	5.602	,	0
3.352	,	-0.747	,	4.281	,	3.122	,	4.741	,	1.168	,	0
8.102	,	6.57	,	2.749	,	2.49	,	8.954	,	3.936	,	0
5.373	,	3.543	,	-2.116	,	-3.112	,	10.247	,	7.183	,	0
3.333	,	2.634	,	-0.555	,	-1.676	,	12.536	,	8.14	,	0
10.4	,	7.958	,	-5.564	,	-6.024	,	3.974	,	0.057	,	0
16.386	,	9.548	,	-5.813	,	-11.167	,	-4.664	,	-6.043	,	0
-0.01	,	-0.642	,	1.331	,	0.096	,	14.873	,	11.1	,	0
18.857	,	11.387	,	-11.808	,	-13.561	,	6.512	,	2.749	,	0
-6.704	,	-8.782	,	-0.795	,	-2.634	,	8.456	,	5.239	,	0
12.938	,	9.567	,	2.94	,	1.877	,	-4.271	,	-7.25	,	0
